RecordID,SerialID,LocalTime,latitude,longitude,Fix_Status,DOP,Speed_kmh,Limit_kmh
19246,26,9/8/2009 17:47,43.670442,-79.73264,3D Fix,0.4,41.5,40
19247,26,9/8/2009 17:47,43.67045,-79.732785,3D Fix,0.4,41.5,40
19248,26,9/8/2009 17:47,43.670455,-79.73293,3D Fix,0.4,41.5,40
19249,26,9/8/2009 17:47,43.670458,-79.73307,3D Fix,0.4,38.5,40
19250,26,9/8/2009 17:47,43.67046,-79.733195,3D Fix,0.4,33.3,40
19251,26,9/8/2009 17:47,43.670462,-79.733297,3D Fix,0.4,25.2,40
19252,26,9/8/2009 17:48,43.670465,-79.733368,3D Fix,0.4,16.3,40
19253,26,9/8/2009 17:48,43.670467,-79.733408,3D Fix,0.4,7.4,40
19254,26,9/8/2009 17:48,43.670468,-79.733422,3D Fix,0.4,1.5,40
19255,26,9/8/2009 17:48,43.670468,-79.733428,3D Fix,0.4,2.2,40
19256,26,9/8/2009 17:48,43.67047,-79.733437,3D Fix,0.4,3,40
19257,26,9/8/2009 17:48,43.670472,-79.73345,3D Fix,0.4,4.4,40
19258,26,9/8/2009 17:48,43.67047,-79.73348,3D Fix,0.4,11.9,40
19259,26,9/8/2009 17:48,43.670455,-79.733528,3D Fix,0.4,17,40
19260,26,9/8/2009 17:48,43.67042,-79.733575,3D Fix,0.4,20.7,40
19261,26,9/8/2009 17:48,43.670363,-79.733605,3D Fix,0.4,25.9,40
19262,26,9/8/2009 17:48,43.670288,-79.733617,3D Fix,0.4,33.3,40
19263,26,9/8/2009 17:48,43.670197,-79.73362,3D Fix,0.4,38.5,40
19264,26,9/8/2009 17:48,43.670095,-79.733625,3D Fix,0.4,42.2,40
19265,26,9/8/2009 17:48,43.669985,-79.733628,3D Fix,0.4,44.4,40
19266,26,9/8/2009 17:48,43.66987,-79.733637,3D Fix,0.4,45.9,40
19267,26,9/8/2009 17:48,43.669753,-79.733645,3D Fix,0.4,45.9,40
19268,26,9/8/2009 17:48,43.669638,-79.733657,3D Fix,0.4,45.2,40
19269,26,9/8/2009 17:48,43.669525,-79.733675,3D Fix,0.4,44.4,40
19270,26,9/8/2009 17:48,43.66941,-79.7337,3D Fix,0.4,46.7,40
19271,26,9/8/2009 17:48,43.66929,-79.733732,3D Fix,0.4,48.2,40
19272,26,9/8/2009 17:48,43.669175,-79.733783,3D Fix,0.4,48.2,40
19273,26,9/8/2009 17:48,43.669062,-79.73385,3D Fix,0.4,48.9,50
19274,26,9/8/2009 17:48,43.668952,-79.733925,3D Fix,0.4,48.2,50
19275,26,9/8/2009 17:48,43.668843,-79.734007,3D Fix,0.4,48.2,50
19276,26,9/8/2009 17:48,43.668737,-79.734092,3D Fix,0.4,48.2,50
19277,26,9/8/2009 17:48,43.668633,-79.734177,3D Fix,0.4,47.4,50
19278,26,9/8/2009 17:48,43.66853,-79.734262,3D Fix,0.4,47.4,50
19279,26,9/8/2009 17:48,43.668428,-79.73435,3D Fix,0.4,46.7,50
19280,26,9/8/2009 17:48,43.66833,-79.734438,3D Fix,0.4,46.7,50
19281,26,9/8/2009 17:48,43.668233,-79.734527,3D Fix,0.4,45.2,50
19282,26,9/8/2009 17:48,43.668142,-79.73462,3D Fix,0.4,44.4,50
19283,26,9/8/2009 17:48,43.66806,-79.734718,3D Fix,0.4,43,50
19284,26,9/8/2009 17:48,43.667982,-79.734817,3D Fix,0.4,40.7,50
19285,26,9/8/2009 17:48,43.667915,-79.734915,3D Fix,0.4,37,50
19286,26,9/8/2009 17:48,43.667855,-79.735003,3D Fix,0.4,32.6,50
19287,26,9/8/2009 17:48,43.667805,-79.735078,3D Fix,0.4,26.7,50
19288,26,9/8/2009 17:48,43.667767,-79.735138,3D Fix,0.4,18.5,50
19289,26,9/8/2009 17:48,43.667745,-79.735175,3D Fix,0.4,8.9,50
19290,26,9/8/2009 17:48,43.667738,-79.735188,3D Fix,0.4,1.5,50
19291,26,9/8/2009 17:48,43.667738,-79.735192,3D Fix,0.4,0,50
19292,26,9/8/2009 17:48,43.667738,-79.735192,3D Fix,0.4,0,50
19293,26,9/8/2009 17:48,43.667738,-79.735193,3D Fix,0.4,0.7,50
19294,26,9/8/2009 17:48,43.667738,-79.735198,3D Fix,0.4,1.5,50
19295,26,9/8/2009 17:48,43.667737,-79.735202,3D Fix,0.4,1.5,60
19296,26,9/8/2009 17:48,43.667735,-79.735205,3D Fix,0.4,0.7,60
19297,26,9/8/2009 17:48,43.667735,-79.735207,3D Fix,0.4,0.7,60
19298,26,9/8/2009 17:48,43.667735,-79.735208,3D Fix,0.4,0,60
19299,26,9/8/2009 17:48,43.667735,-79.73521,3D Fix,0.4,0,60
19300,26,9/8/2009 17:48,43.667735,-79.73521,3D Fix,0.4,0,60
19301,26,9/8/2009 17:48,43.667737,-79.735208,3D Fix,0.4,0,60
19302,26,9/8/2009 17:48,43.667737,-79.735207,3D Fix,0.4,0,60
19303,26,9/8/2009 17:48,43.667737,-79.735207,3D Fix,0.4,0,60
19304,26,9/8/2009 17:48,43.667735,-79.735208,3D Fix,0.4,0.7,60
19305,26,9/8/2009 17:48,43.667735,-79.73521,3D Fix,0.4,0,60
19306,26,9/8/2009 17:48,43.667735,-79.73521,3D Fix,0.4,0,60
19307,26,9/8/2009 17:48,43.667733,-79.735212,3D Fix,0.4,0.7,60
19308,26,9/8/2009 17:48,43.667733,-79.735218,3D Fix,0.4,3,60
19309,26,9/8/2009 17:48,43.667733,-79.735228,3D Fix,0.4,1.5,60
19310,26,9/8/2009 17:48,43.667733,-79.735235,3D Fix,0.4,1.5,60
19311,26,9/8/2009 17:48,43.667733,-79.735247,3D Fix,0.4,3.7,60
19312,26,9/8/2009 17:49,43.667735,-79.735273,3D Fix,0.4,11.1,60
19313,26,9/8/2009 17:49,43.667745,-79.735322,3D Fix,0.4,15.6,60
19314,26,9/8/2009 17:49,43.667767,-79.735382,3D Fix,0.4,20,60
19315,26,9/8/2009 17:49,43.667805,-79.735452,3D Fix,0.4,25.9,60
19316,26,9/8/2009 17:49,43.667855,-79.735523,3D Fix,0.4,28.9,60
19317,26,9/8/2009 17:49,43.667913,-79.735605,3D Fix,0.4,33.3,60
19318,26,9/8/2009 17:49,43.667977,-79.735702,3D Fix,0.4,38.5,60
19319,26,9/8/2009 17:49,43.668052,-79.735817,3D Fix,0.4,46.7,60
19320,26,9/8/2009 17:49,43.668133,-79.735943,3D Fix,0.4,48.9,60
19321,26,9/8/2009 17:49,43.668222,-79.736077,3D Fix,0.4,51.9,60
19322,26,9/8/2009 17:49,43.668318,-79.736217,3D Fix,0.4,55.6,60
19323,26,9/8/2009 17:49,43.668418,-79.736365,3D Fix,0.4,59.3,60
19324,26,9/8/2009 17:49,43.668523,-79.73652,3D Fix,0.4,59.3,60
19325,26,9/8/2009 17:49,43.668627,-79.736673,3D Fix,0.4,59.3,60
19326,26,9/8/2009 17:49,43.668727,-79.736828,3D Fix,0.4,58.5,60
19327,26,9/8/2009 17:49,43.668827,-79.736982,3D Fix,0.4,57.8,60
19328,26,9/8/2009 17:49,43.668923,-79.737133,3D Fix,0.4,57,60
19329,26,9/8/2009 17:49,43.66902,-79.737282,3D Fix,0.4,56.3,60
19330,26,9/8/2009 17:49,43.669117,-79.737427,3D Fix,0.4,55.6,60
19331,26,9/8/2009 17:49,43.669213,-79.737567,3D Fix,0.4,54.8,60
19332,26,9/8/2009 17:49,43.66931,-79.737702,3D Fix,0.4,53.3,60
19333,26,9/8/2009 17:49,43.6694,-79.737828,3D Fix,0.4,48.2,60
19334,26,9/8/2009 17:49,43.669477,-79.737937,3D Fix,0.4,39.3,60
19335,26,9/8/2009 17:49,43.669537,-79.738038,3D Fix,0.4,35.6,60
19336,26,9/8/2009 17:49,43.669573,-79.738147,3D Fix,0.4,33.3,60
19337,26,9/8/2009 17:49,43.669578,-79.738262,3D Fix,0.4,32.6,60
19338,26,9/8/2009 17:49,43.669553,-79.738367,3D Fix,0.4,31.1,50
19339,26,9/8/2009 17:49,43.669503,-79.738452,3D Fix,0.4,30.4,50
19340,26,9/8/2009 17:49,43.669442,-79.738528,3D Fix,0.4,34.1,50
