RecordID,SerialID,LocalTime,latitude,longitude,Fix_Status,DOP,Speed_kmh,Limit_kmh
31930,26,9/13/2009 8:44,43.34008,-79.787705,3D Fix,1.1,26.7,50
31931,26,9/13/2009 8:44,43.340138,-79.787775,3D Fix,1.1,31.1,50
31932,26,9/13/2009 8:44,43.3402,-79.787863,3D Fix,1.1,35.6,50
31933,26,9/13/2009 8:44,43.340263,-79.787955,3D Fix,1.1,36.3,50
31934,26,9/13/2009 8:44,43.340332,-79.788057,3D Fix,1.1,40.7,50
31935,26,9/13/2009 8:44,43.340408,-79.788165,3D Fix,1.1,43.7,50
31936,26,9/13/2009 8:45,43.340488,-79.788275,3D Fix,1.1,44.4,50
31937,26,9/13/2009 8:45,43.340572,-79.788383,3D Fix,1.1,45.2,50
31938,26,9/13/2009 8:45,43.340657,-79.78849,3D Fix,1.1,45.9,50
31939,26,9/13/2009 8:45,43.340745,-79.7886,3D Fix,1.1,48.2,50
31940,26,9/13/2009 8:45,43.340835,-79.788718,3D Fix,1.1,49.6,50
31941,26,9/13/2009 8:45,43.340927,-79.788842,3D Fix,1.1,51.9,50
31942,26,9/13/2009 8:45,43.341022,-79.788972,3D Fix,1.1,54.1,50
31943,26,9/13/2009 8:45,43.34112,-79.789107,3D Fix,1.1,55.6,50
31944,26,9/13/2009 8:45,43.341222,-79.789245,3D Fix,1.1,57,50
31945,26,9/13/2009 8:45,43.341323,-79.789387,3D Fix,1.1,58.5,50
31946,26,9/13/2009 8:45,43.341428,-79.789532,3D Fix,1.1,59.3,50
31947,26,9/13/2009 8:45,43.341535,-79.789677,3D Fix,1.1,59.3,50
31948,26,9/13/2009 8:45,43.34164,-79.789818,3D Fix,1.1,57.8,50
31949,26,9/13/2009 8:45,43.341743,-79.789957,3D Fix,1.1,56.3,50
31950,26,9/13/2009 8:45,43.341843,-79.790093,3D Fix,1.1,54.8,50
31951,26,9/13/2009 8:45,43.341942,-79.790227,3D Fix,1.1,54.1,50
31952,26,9/13/2009 8:45,43.342038,-79.790358,3D Fix,1.1,53.3,50
31953,26,9/13/2009 8:45,43.342133,-79.790487,3D Fix,1.1,52.6,50
31954,26,9/13/2009 8:45,43.342227,-79.790613,3D Fix,1.1,51.9,50
31955,26,9/13/2009 8:45,43.342318,-79.79074,3D Fix,1.1,51.1,50
31956,26,9/13/2009 8:45,43.34241,-79.790863,3D Fix,1.1,50.4,50
31957,26,9/13/2009 8:45,43.3425,-79.790988,3D Fix,1.1,50.4,50
31958,26,9/13/2009 8:45,43.342592,-79.791112,3D Fix,1.1,51.1,50
31959,26,9/13/2009 8:45,43.342683,-79.791237,3D Fix,1.1,51.9,50
31960,26,9/13/2009 8:45,43.342778,-79.791363,3D Fix,1.1,52.6,50
31961,26,9/13/2009 8:45,43.342873,-79.791493,3D Fix,1.1,54.1,50
31962,26,9/13/2009 8:45,43.34297,-79.791627,3D Fix,1.1,54.8,50
31963,26,9/13/2009 8:45,43.343068,-79.79176,3D Fix,1.1,55.6,50
31964,26,9/13/2009 8:45,43.343168,-79.791895,3D Fix,1.1,55.6,50
31965,26,9/13/2009 8:45,43.343268,-79.792033,3D Fix,1.1,56.3,50
31966,26,9/13/2009 8:45,43.343368,-79.79217,3D Fix,1.1,57,50
31967,26,9/13/2009 8:45,43.343472,-79.79231,3D Fix,1.1,57.8,50
31968,26,9/13/2009 8:45,43.343575,-79.79245,3D Fix,1.1,57.8,50
31969,26,9/13/2009 8:45,43.343678,-79.792593,3D Fix,1.1,58.5,50
31970,26,9/13/2009 8:45,43.343783,-79.792735,3D Fix,1.1,58.5,50
31971,26,9/13/2009 8:45,43.343888,-79.792878,3D Fix,1.1,59.3,50
31972,26,9/13/2009 8:45,43.343993,-79.793023,3D Fix,1.1,59.3,50
31973,26,9/13/2009 8:45,43.3441,-79.793168,3D Fix,1.1,60,50
31974,26,9/13/2009 8:45,43.344208,-79.793315,3D Fix,1.1,60,50
31975,26,9/13/2009 8:45,43.344315,-79.793462,3D Fix,1.1,60.7,50
31976,26,9/13/2009 8:45,43.344422,-79.79361,3D Fix,1.1,60.7,50
31977,26,9/13/2009 8:45,43.344528,-79.793758,3D Fix,1.1,59.3,50
31978,26,9/13/2009 8:45,43.344632,-79.793902,3D Fix,1.1,57.8,50
31979,26,9/13/2009 8:45,43.344733,-79.794042,3D Fix,1.1,56.3,50
31980,26,9/13/2009 8:45,43.34483,-79.794177,3D Fix,1.1,54.1,50
31981,26,9/13/2009 8:45,43.344927,-79.794308,3D Fix,1.1,53.3,50
31982,26,9/13/2009 8:45,43.345022,-79.794438,3D Fix,1.1,54.1,50
31983,26,9/13/2009 8:45,43.34512,-79.794567,3D Fix,1.1,54.1,40
31984,26,9/13/2009 8:45,43.345217,-79.794695,3D Fix,1.1,54.1,50
31985,26,9/13/2009 8:45,43.345317,-79.794823,3D Fix,1.1,54.8,50
31986,26,9/13/2009 8:45,43.345417,-79.794953,3D Fix,1.1,54.8,50
31987,26,9/13/2009 8:45,43.345517,-79.795083,3D Fix,1.1,55.6,50
31988,26,9/13/2009 8:45,43.345618,-79.795215,3D Fix,1.1,55.6,50
31989,26,9/13/2009 8:45,43.345718,-79.795348,3D Fix,1.1,55.6,50
31990,26,9/13/2009 8:45,43.34582,-79.795482,3D Fix,1.1,56.3,50
31991,26,9/13/2009 8:45,43.34592,-79.795617,3D Fix,1.1,56.3,50
31992,26,9/13/2009 8:45,43.346022,-79.795752,3D Fix,1.1,56.3,50
31993,26,9/13/2009 8:45,43.346125,-79.795885,3D Fix,1.1,56.3,50
31994,26,9/13/2009 8:45,43.346227,-79.79602,3D Fix,1.1,56.3,50
31995,26,9/13/2009 8:45,43.34633,-79.796153,3D Fix,1.1,56.3,50
31996,26,9/13/2009 8:46,43.346433,-79.796287,3D Fix,1.1,57,50
31997,26,9/13/2009 8:46,43.346537,-79.796422,3D Fix,1.1,57,50
31998,26,9/13/2009 8:46,43.346642,-79.796553,3D Fix,1.1,57,50
31999,26,9/13/2009 8:46,43.346747,-79.796683,3D Fix,0.7,56.3,50
32000,26,9/13/2009 8:46,43.346853,-79.79681,3D Fix,0.7,57,50
32001,26,9/13/2009 8:46,43.346958,-79.796938,3D Fix,0.7,56.3,50
32002,26,9/13/2009 8:46,43.347062,-79.797065,3D Fix,0.7,55.6,50
32003,26,9/13/2009 8:46,43.347165,-79.79719,3D Fix,0.7,54.8,50
32004,26,9/13/2009 8:46,43.347268,-79.797317,3D Fix,0.7,54.8,60
32005,26,9/13/2009 8:46,43.34737,-79.797443,3D Fix,0.7,54.8,60
32006,26,9/13/2009 8:46,43.347472,-79.79757,3D Fix,0.7,55.6,60
32007,26,9/13/2009 8:46,43.347577,-79.797697,3D Fix,0.7,55.6,60
32008,26,9/13/2009 8:46,43.34768,-79.797827,3D Fix,0.7,57,60
32009,26,9/13/2009 8:46,43.347787,-79.79796,3D Fix,0.7,57.8,60
32010,26,9/13/2009 8:46,43.347895,-79.798098,3D Fix,1.4,58.5,60
32011,26,9/13/2009 8:46,43.348002,-79.798242,3D Fix,0.7,60.7,60
32012,26,9/13/2009 8:46,43.348102,-79.79839,3D Fix,1.1,57.8,60
32013,26,9/13/2009 8:46,43.3482,-79.798535,3D Fix,1.1,58.5,60
32014,26,9/13/2009 8:46,43.348295,-79.798687,3D Fix,1.1,57.8,60
32015,26,9/13/2009 8:46,43.348388,-79.79884,3D Fix,1.1,57.8,60
32016,26,9/13/2009 8:46,43.348478,-79.798995,3D Fix,0.7,57.8,60
32017,26,9/13/2009 8:46,43.348568,-79.79915,3D Fix,0.7,57.8,60
32018,26,9/13/2009 8:46,43.34866,-79.799305,3D Fix,0.7,57.8,60
32019,26,9/13/2009 8:46,43.348755,-79.799458,3D Fix,0.7,58.5,60
32020,26,9/13/2009 8:46,43.348852,-79.799608,3D Fix,0.7,58.5,60
32021,26,9/13/2009 8:46,43.348953,-79.799757,3D Fix,1.1,58.5,60
32022,26,9/13/2009 8:46,43.349057,-79.799905,3D Fix,1.1,58.5,60
32023,26,9/13/2009 8:46,43.349162,-79.800048,3D Fix,0.7,58.5,60
32024,26,9/13/2009 8:46,43.349267,-79.80019,3D Fix,0.7,59.3,60
32025,26,9/13/2009 8:46,43.349373,-79.800333,3D Fix,0.7,59.3,60
32026,26,9/13/2009 8:46,43.34948,-79.800477,3D Fix,0.7,59.3,60
32027,26,9/13/2009 8:46,43.349585,-79.80062,3D Fix,0.7,58.5,60
32028,26,9/13/2009 8:46,43.34969,-79.80076,3D Fix,0.7,57.8,60
32029,26,9/13/2009 8:46,43.349792,-79.8009,3D Fix,0.7,57,60
32030,26,9/13/2009 8:46,43.349892,-79.801038,3D Fix,0.7,55.6,60
32031,26,9/13/2009 8:46,43.349988,-79.801173,3D Fix,0.7,54.1,60
32032,26,9/13/2009 8:46,43.350085,-79.801307,3D Fix,0.7,54.1,60
32033,26,9/13/2009 8:46,43.350182,-79.80144,3D Fix,0.7,55.6,60
32034,26,9/13/2009 8:46,43.350283,-79.801575,3D Fix,0.7,56.3,50
32035,26,9/13/2009 8:46,43.350385,-79.80171,3D Fix,0.7,57,50
32036,26,9/13/2009 8:46,43.35049,-79.801843,3D Fix,0.7,56.3,50
32037,26,9/13/2009 8:46,43.350595,-79.801972,3D Fix,0.7,55.6,50
32038,26,9/13/2009 8:46,43.350702,-79.802092,3D Fix,0.7,53.3,50
32039,26,9/13/2009 8:46,43.350803,-79.802203,3D Fix,0.7,51.1,50
32040,26,9/13/2009 8:46,43.350903,-79.802305,3D Fix,0.7,48.9,50
32041,26,9/13/2009 8:46,43.351,-79.802405,3D Fix,0.7,47.4,60
32042,26,9/13/2009 8:46,43.351093,-79.802507,3D Fix,0.7,47.4,60
32043,26,9/13/2009 8:46,43.351183,-79.80261,3D Fix,0.7,46.7,60
32044,26,9/13/2009 8:46,43.351273,-79.802712,3D Fix,0.7,45.9,60
32045,26,9/13/2009 8:46,43.351362,-79.802812,3D Fix,0.7,45.2,60
32046,26,9/13/2009 8:46,43.351448,-79.802903,3D Fix,0.7,42.2,60
32047,26,9/13/2009 8:46,43.351532,-79.802982,3D Fix,0.7,38.5,100
32048,26,9/13/2009 8:46,43.351613,-79.803038,3D Fix,0.7,34.8,100
32049,26,9/13/2009 8:46,43.351693,-79.80308,3D Fix,0.7,33.3,100
32050,26,9/13/2009 8:46,43.351778,-79.803108,3D Fix,0.7,36.3,100
32051,26,9/13/2009 8:46,43.351873,-79.803123,3D Fix,0.7,38.5,100
32052,26,9/13/2009 8:46,43.351975,-79.803118,3D Fix,0.7,42.2,100
32053,26,9/13/2009 8:46,43.352083,-79.803095,3D Fix,0.7,43.7,100
32054,26,9/13/2009 8:46,43.352198,-79.803057,3D Fix,0.7,48.2,100
32055,26,9/13/2009 8:46,43.352315,-79.80299,3D Fix,0.7,49.6,100
32056,26,9/13/2009 8:47,43.352428,-79.80291,3D Fix,0.7,51.9,100
32057,26,9/13/2009 8:47,43.352543,-79.8028,3D Fix,0.7,55.6,100
32058,26,9/13/2009 8:47,43.352663,-79.802677,3D Fix,0.7,60,100
32059,26,9/13/2009 8:47,43.352792,-79.802543,3D Fix,0.7,64.4,100
32060,26,9/13/2009 8:47,43.35293,-79.802405,3D Fix,0.7,68.2,100
32061,26,9/13/2009 8:47,43.353075,-79.80226,3D Fix,0.7,70.4,100
32062,26,9/13/2009 8:47,43.353223,-79.80211,3D Fix,0.7,71.9,100
32063,26,9/13/2009 8:47,43.353378,-79.801953,3D Fix,0.7,74.8,100
32064,26,9/13/2009 8:47,43.353533,-79.801797,3D Fix,0.7,76.3,100
32065,26,9/13/2009 8:47,43.353692,-79.801637,3D Fix,0.7,77.8,100
32066,26,9/13/2009 8:47,43.353853,-79.801475,3D Fix,0.7,79.3,100
32067,26,9/13/2009 8:47,43.354018,-79.80131,3D Fix,0.7,80.7,100
32068,26,9/13/2009 8:47,43.354185,-79.801143,3D Fix,0.7,82.2,100
32069,26,9/13/2009 8:47,43.354355,-79.800973,3D Fix,0.7,83,100
32070,26,9/13/2009 8:47,43.354527,-79.8008,3D Fix,0.7,84.5,100
32071,26,9/13/2009 8:47,43.3547,-79.800628,3D Fix,0.7,84.5,100
32072,26,9/13/2009 8:47,43.354873,-79.800457,3D Fix,0.7,84.5,100
32073,26,9/13/2009 8:47,43.355045,-79.800287,3D Fix,0.7,83.7,100
32074,26,9/13/2009 8:47,43.355217,-79.800117,3D Fix,0.7,83.7,100
32075,26,9/13/2009 8:47,43.355388,-79.799947,3D Fix,0.7,83.7,100
32076,26,9/13/2009 8:47,43.35556,-79.799775,3D Fix,0.7,83.7,100
32077,26,9/13/2009 8:47,43.355732,-79.799603,3D Fix,0.7,84.5,100
32078,26,9/13/2009 8:47,43.355903,-79.799428,3D Fix,0.7,85.2,100
32079,26,9/13/2009 8:47,43.356075,-79.799248,3D Fix,0.7,86.7,100
32080,26,9/13/2009 8:47,43.356248,-79.799062,3D Fix,0.7,87.4,100
32081,26,9/13/2009 8:47,43.356423,-79.798873,3D Fix,0.7,88.2,100
32082,26,9/13/2009 8:47,43.356597,-79.798682,3D Fix,0.7,88.2,100
32083,26,9/13/2009 8:47,43.35677,-79.79849,3D Fix,0.5,87.4,100
32084,26,9/13/2009 8:47,43.356943,-79.798302,3D Fix,0.5,85.9,100
32085,26,9/13/2009 8:47,43.357115,-79.798115,3D Fix,0.5,87.4,100
32086,26,9/13/2009 8:47,43.35729,-79.797923,3D Fix,0.5,89.6,100
32087,26,9/13/2009 8:47,43.35747,-79.797727,3D Fix,0.5,91.9,100
32088,26,9/13/2009 8:47,43.357653,-79.797527,3D Fix,0.5,93.3,100
32089,26,9/13/2009 8:47,43.357838,-79.797323,3D Fix,0.5,94.8,100
32090,26,9/13/2009 8:47,43.358027,-79.797118,3D Fix,0.5,95.6,100
32091,26,9/13/2009 8:47,43.358215,-79.796912,3D Fix,0.5,97,100
32092,26,9/13/2009 8:47,43.358407,-79.796703,3D Fix,0.5,97.8,100
32093,26,9/13/2009 8:47,43.3586,-79.796492,3D Fix,0.5,98.5,100
32094,26,9/13/2009 8:47,43.358795,-79.796278,3D Fix,0.5,99.3,100
32095,26,9/13/2009 8:47,43.35899,-79.796062,3D Fix,0.5,100,100
32096,26,9/13/2009 8:47,43.359187,-79.795842,3D Fix,0.5,100.7,100
32097,26,9/13/2009 8:47,43.359385,-79.79562,3D Fix,0.5,101.5,100
32098,26,9/13/2009 8:47,43.359583,-79.795398,3D Fix,0.5,102.2,100
32099,26,9/13/2009 8:47,43.359783,-79.795177,3D Fix,0.5,103,100
32100,26,9/13/2009 8:47,43.359985,-79.794953,3D Fix,0.5,103,100
32101,26,9/13/2009 8:47,43.360187,-79.79473,3D Fix,0.5,103.7,100
32102,26,9/13/2009 8:47,43.36039,-79.794505,3D Fix,0.5,103.7,100
32103,26,9/13/2009 8:47,43.360593,-79.79428,3D Fix,0.5,103.7,100
32104,26,9/13/2009 8:47,43.360795,-79.794055,3D Fix,0.5,103.7,100
32105,26,9/13/2009 8:47,43.360998,-79.793832,3D Fix,0.5,103.7,100
32106,26,9/13/2009 8:47,43.3612,-79.793607,3D Fix,0.5,103.7,100
32107,26,9/13/2009 8:47,43.361402,-79.793382,3D Fix,0.5,103.7,100
32108,26,9/13/2009 8:47,43.361603,-79.793158,3D Fix,0.5,103.7,100
32109,26,9/13/2009 8:47,43.361807,-79.792935,3D Fix,0.5,103.7,100
32110,26,9/13/2009 8:47,43.362008,-79.792712,3D Fix,0.5,103,100
32111,26,9/13/2009 8:47,43.36221,-79.792488,3D Fix,0.5,103,100
32112,26,9/13/2009 8:47,43.36241,-79.792265,3D Fix,0.5,103,100
32113,26,9/13/2009 8:47,43.362612,-79.792043,3D Fix,0.5,102.2,100
32114,26,9/13/2009 8:47,43.36281,-79.791825,3D Fix,0.5,100.7,100
32115,26,9/13/2009 8:47,43.363007,-79.791608,3D Fix,0.5,100,100
32116,26,9/13/2009 8:48,43.363202,-79.791393,3D Fix,0.5,99.3,100
32117,26,9/13/2009 8:48,43.363395,-79.79118,3D Fix,0.5,98.5,100
32118,26,9/13/2009 8:48,43.363587,-79.790968,3D Fix,0.5,97.8,100
32119,26,9/13/2009 8:48,43.363777,-79.790757,3D Fix,0.5,97,100
32120,26,9/13/2009 8:48,43.363965,-79.790548,3D Fix,0.5,96.3,100
32121,26,9/13/2009 8:48,43.364153,-79.79034,3D Fix,0.5,95.6,100
32122,26,9/13/2009 8:48,43.36434,-79.790135,3D Fix,0.5,94.8,100
32123,26,9/13/2009 8:48,43.364525,-79.78993,3D Fix,0.5,94.8,100
32124,26,9/13/2009 8:48,43.364708,-79.789727,3D Fix,0.5,94.1,100
32125,26,9/13/2009 8:48,43.364892,-79.789523,3D Fix,0.5,94.1,100
32126,26,9/13/2009 8:48,43.365075,-79.789323,3D Fix,0.5,93.3,100
32127,26,9/13/2009 8:48,43.365257,-79.789122,3D Fix,0.5,93.3,100
32128,26,9/13/2009 8:48,43.365438,-79.788922,3D Fix,0.5,92.6,100
32129,26,9/13/2009 8:48,43.36562,-79.788722,3D Fix,0.5,92.6,100
32130,26,9/13/2009 8:48,43.3658,-79.788522,3D Fix,0.5,92.6,100
32131,26,9/13/2009 8:48,43.36598,-79.788323,3D Fix,0.5,92.6,100
32132,26,9/13/2009 8:48,43.366162,-79.788125,3D Fix,0.5,92.6,100
32133,26,9/13/2009 8:48,43.366343,-79.787925,2D Fix,25,92.6,100
32134,26,9/13/2009 8:48,43.366525,-79.787725,2D Fix,25,92.6,100
32135,26,9/13/2009 8:48,43.36671,-79.787518,3D Fix,0.5,94.8,100
32136,26,9/13/2009 8:48,43.366895,-79.787307,3D Fix,0.5,94.8,100
32137,26,9/13/2009 8:48,43.367082,-79.787097,3D Fix,0.5,94.8,100
32138,26,9/13/2009 8:48,43.367268,-79.786887,3D Fix,0.5,94.8,100
32139,26,9/13/2009 8:48,43.367455,-79.786678,3D Fix,0.5,95.6,100
32140,26,9/13/2009 8:48,43.367642,-79.786468,3D Fix,0.5,95.6,100
32141,26,9/13/2009 8:48,43.36783,-79.786258,3D Fix,0.5,96.3,100
32142,26,9/13/2009 8:48,43.368018,-79.786048,3D Fix,0.5,96.3,100
32143,26,9/13/2009 8:48,43.368208,-79.785838,3D Fix,0.5,97,100
32144,26,9/13/2009 8:48,43.368398,-79.785627,3D Fix,0.5,97,100
32145,26,9/13/2009 8:48,43.368588,-79.785415,3D Fix,0.5,97.8,100
32146,26,9/13/2009 8:48,43.36878,-79.785203,3D Fix,0.5,97.8,100
32147,26,9/13/2009 8:48,43.368972,-79.78499,3D Fix,0.5,98.5,100
32148,26,9/13/2009 8:48,43.369165,-79.784777,3D Fix,0.5,98.5,100
32149,26,9/13/2009 8:48,43.369358,-79.784563,3D Fix,0.5,99.3,100
32150,26,9/13/2009 8:48,43.369553,-79.784352,3D Fix,0.5,99.3,100
32151,26,9/13/2009 8:48,43.369747,-79.784138,3D Fix,0.5,99.3,100
32152,26,9/13/2009 8:48,43.369942,-79.783923,3D Fix,0.5,99.3,100
32153,26,9/13/2009 8:48,43.370137,-79.783708,3D Fix,0.5,100,100
32154,26,9/13/2009 8:48,43.370333,-79.783493,3D Fix,0.5,100,100
32155,26,9/13/2009 8:48,43.37053,-79.783278,3D Fix,0.5,100.7,100
32156,26,9/13/2009 8:48,43.370728,-79.783062,3D Fix,0.5,100.7,100
32157,26,9/13/2009 8:48,43.370925,-79.782843,3D Fix,0.5,101.5,100
32158,26,9/13/2009 8:48,43.371123,-79.782625,3D Fix,0.5,101.5,100
32159,26,9/13/2009 8:48,43.371323,-79.782405,3D Fix,0.5,101.5,100
32160,26,9/13/2009 8:48,43.371523,-79.782185,3D Fix,0.5,102.2,100
32161,26,9/13/2009 8:48,43.371723,-79.781963,3D Fix,0.5,102.2,100
32162,26,9/13/2009 8:48,43.371923,-79.781743,3D Fix,0.5,102.2,100
32163,26,9/13/2009 8:48,43.372125,-79.781522,3D Fix,0.5,103,100
32164,26,9/13/2009 8:48,43.372327,-79.7813,3D Fix,0.5,103,100
32165,26,9/13/2009 8:48,43.372528,-79.78108,3D Fix,0.5,103,100
32166,26,9/13/2009 8:48,43.372732,-79.780857,3D Fix,0.5,103.7,100
32167,26,9/13/2009 8:48,43.372937,-79.780635,3D Fix,0.5,104.5,100
32168,26,9/13/2009 8:48,43.37314,-79.78041,3D Fix,0.5,104.5,100
32169,26,9/13/2009 8:48,43.373345,-79.780183,3D Fix,0.5,104.5,100
32170,26,9/13/2009 8:48,43.373548,-79.779957,3D Fix,0.5,104.5,100
32171,26,9/13/2009 8:48,43.37375,-79.779732,3D Fix,0.5,103.7,100
32172,26,9/13/2009 8:48,43.373948,-79.779508,3D Fix,0.5,101.5,100
32173,26,9/13/2009 8:48,43.374143,-79.779288,3D Fix,0.5,99.3,100
32174,26,9/13/2009 8:48,43.374333,-79.779078,3D Fix,0.5,95.6,100
32175,26,9/13/2009 8:48,43.374518,-79.778873,3D Fix,0.5,93.3,100
32176,26,9/13/2009 8:49,43.374698,-79.778673,3D Fix,0.5,91.9,100
32177,26,9/13/2009 8:49,43.374877,-79.778477,3D Fix,0.5,91.1,100
32178,26,9/13/2009 8:49,43.375055,-79.77828,3D Fix,0.5,91.1,100
32179,26,9/13/2009 8:49,43.375233,-79.778085,3D Fix,0.5,90.4,100
32180,26,9/13/2009 8:49,43.37541,-79.777892,3D Fix,0.5,90.4,100
32181,26,9/13/2009 8:49,43.375588,-79.777697,3D Fix,0.5,90.4,100
32182,26,9/13/2009 8:49,43.375765,-79.777503,3D Fix,0.5,90.4,100
32183,26,9/13/2009 8:49,43.375943,-79.777308,3D Fix,0.5,91.1,100
32184,26,9/13/2009 8:49,43.376123,-79.777112,3D Fix,0.5,91.9,100
32185,26,9/13/2009 8:49,43.376305,-79.776913,3D Fix,0.5,92.6,100
32186,26,9/13/2009 8:49,43.376488,-79.776715,3D Fix,0.5,93.3,100
32187,26,9/13/2009 8:49,43.376672,-79.776515,3D Fix,0.5,94.1,100
32188,26,9/13/2009 8:49,43.376858,-79.776313,3D Fix,0.5,94.8,100
32189,26,9/13/2009 8:49,43.377045,-79.77611,3D Fix,0.5,95.6,100
32190,26,9/13/2009 8:49,43.377233,-79.775905,3D Fix,0.5,96.3,100
32191,26,9/13/2009 8:49,43.377423,-79.775697,3D Fix,0.5,97,100
32192,26,9/13/2009 8:49,43.377613,-79.775488,3D Fix,0.5,97,100
32193,26,9/13/2009 8:49,43.377805,-79.775282,3D Fix,0.5,97,100
32194,26,9/13/2009 8:49,43.377995,-79.775075,3D Fix,0.5,97.8,100
32195,26,9/13/2009 8:49,43.378188,-79.774865,3D Fix,0.5,97.8,100
32196,26,9/13/2009 8:49,43.37838,-79.774655,3D Fix,0.5,98.5,100
